county,precint,office,district,candidate,party,votes
Escambia,Precinct 40,District Court of Appeal - Lewis,,No,NON,311
Escambia,Precinct 41,District Court of Appeal - Lewis,,No,NON,414
Escambia,Precinct 42,District Court of Appeal - Lewis,,No,NON,517
Escambia,Precinct 43,District Court of Appeal - Lewis,,No,NON,1056
Escambia,Precinct 46,District Court of Appeal - Lewis,,No,NON,478
Escambia,Precinct 47,District Court of Appeal - Lewis,,No,NON,302
Escambia,Precinct 48,District Court of Appeal - Lewis,,No,NON,339
Escambia,Precinct 49,District Court of Appeal - Lewis,,No,NON,376
Escambia,Precinct 50,District Court of Appeal - Lewis,,No,NON,136
Escambia,Precinct 51,District Court of Appeal - Lewis,,No,NON,671
Escambia,Precinct 54,District Court of Appeal - Lewis,,No,NON,459
Escambia,Precinct 55,District Court of Appeal - Lewis,,No,NON,456
Escambia,Precinct 56,District Court of Appeal - Lewis,,No,NON,434
Escambia,Precinct 58,District Court of Appeal - Lewis,,No,NON,222
Escambia,Precinct 60,District Court of Appeal - Lewis,,No,NON,234
Escambia,Precinct 61,District Court of Appeal - Lewis,,No,NON,537
Escambia,Precinct 62,District Court of Appeal - Lewis,,No,NON,699
Escambia,Precinct 63,District Court of Appeal - Lewis,,No,NON,258
Escambia,Precinct 64,District Court of Appeal - Lewis,,No,NON,528
Escambia,Precinct 67,District Court of Appeal - Lewis,,No,NON,922
Escambia,Precinct 68,District Court of Appeal - Lewis,,No,NON,443
Escambia,Precinct 69,District Court of Appeal - Lewis,,No,NON,1004
Escambia,Precinct 70,District Court of Appeal - Lewis,,No,NON,612
Escambia,Precinct 71,District Court of Appeal - Lewis,,No,NON,403
Escambia,Precinct 72,District Court of Appeal - Lewis,,No,NON,162
Escambia,Precinct 73,District Court of Appeal - Lewis,,No,NON,758
Escambia,Precinct 74,District Court of Appeal - Lewis,,No,NON,1256
Escambia,Precinct 75,District Court of Appeal - Lewis,,No,NON,812
Escambia,Precinct 77,District Court of Appeal - Lewis,,No,NON,406
Escambia,Precinct 80,District Court of Appeal - Lewis,,No,NON,248
Escambia,Precinct 82,District Court of Appeal - Lewis,,No,NON,201
Escambia,Precinct 83,District Court of Appeal - Lewis,,No,NON,487
Escambia,Precinct 86,District Court of Appeal - Lewis,,No,NON,580
Escambia,Precinct 88,District Court of Appeal - Lewis,,No,NON,300
Escambia,Precinct 90,District Court of Appeal - Lewis,,No,NON,288
Escambia,Precinct 91,District Court of Appeal - Lewis,,No,NON,1077
Escambia,Precinct 94,District Court of Appeal - Lewis,,No,NON,524
Escambia,Precinct 95,District Court of Appeal - Lewis,,No,NON,398
Escambia,Precinct 97,District Court of Appeal - Lewis,,No,NON,366
Escambia,Precinct 98,District Court of Appeal - Lewis,,No,NON,872
Escambia,Precinct 99,District Court of Appeal - Lewis,,No,NON,314
Escambia,Precinct 101,District Court of Appeal - Lewis,,No,NON,472
Escambia,Precinct 102,District Court of Appeal - Lewis,,No,NON,515
Escambia,Precinct 103,District Court of Appeal - Lewis,,No,NON,478
Escambia,Precinct 104,District Court of Appeal - Lewis,,No,NON,471
Escambia,Precinct 105,District Court of Appeal - Lewis,,No,NON,768
Escambia,Precinct 106,District Court of Appeal - Lewis,,No,NON,404
Escambia,Precinct 107,District Court of Appeal - Lewis,,No,NON,911
Escambia,Precinct 108,District Court of Appeal - Lewis,,No,NON,764
Escambia,Precinct 110,District Court of Appeal - Lewis,,No,NON,211
Escambia,Precinct 111,District Court of Appeal - Lewis,,No,NON,691
Escambia,Precinct 112,District Court of Appeal - Lewis,,No,NON,1374
Escambia,Precinct 113,District Court of Appeal - Lewis,,No,NON,288
Escambia,Precinct 114,District Court of Appeal - Lewis,,No,NON,559
Escambia,Precinct 1,District Court of Appeal - Makar,,Yes,NON,2441
Escambia,Precinct 3,District Court of Appeal - Makar,,Yes,NON,1671
Escambia,Precinct 5,District Court of Appeal - Makar,,Yes,NON,1558
Escambia,Precinct 6,District Court of Appeal - Makar,,Yes,NON,866
Escambia,Precinct 7,District Court of Appeal - Makar,,Yes,NON,3290
Escambia,Precinct 11,District Court of Appeal - Makar,,Yes,NON,598
Escambia,Precinct 14,District Court of Appeal - Makar,,Yes,NON,771
Escambia,Precinct 15,District Court of Appeal - Makar,,Yes,NON,1144
Escambia,Precinct 18,District Court of Appeal - Makar,,Yes,NON,306
Escambia,Precinct 19,District Court of Appeal - Makar,,Yes,NON,2174
Escambia,Precinct 21,District Court of Appeal - Makar,,Yes,NON,1459
Escambia,Precinct 22,District Court of Appeal - Makar,,Yes,NON,455
Escambia,Precinct 23,District Court of Appeal - Makar,,Yes,NON,413
Escambia,Precinct 24,District Court of Appeal - Makar,,Yes,NON,1694
Escambia,Precinct 25,District Court of Appeal - Makar,,Yes,NON,647
Escambia,Precinct 26,District Court of Appeal - Makar,,Yes,NON,2953
Escambia,Precinct 28,District Court of Appeal - Makar,,Yes,NON,941
Escambia,Precinct 29,District Court of Appeal - Makar,,Yes,NON,759
Escambia,Precinct 30,District Court of Appeal - Makar,,Yes,NON,1278
Escambia,Precinct 31,District Court of Appeal - Makar,,Yes,NON,772
Escambia,Precinct 32,District Court of Appeal - Makar,,Yes,NON,272
Escambia,Precinct 33,District Court of Appeal - Makar,,Yes,NON,623
Escambia,Precinct 34,District Court of Appeal - Makar,,Yes,NON,931
Escambia,Precinct 35,District Court of Appeal - Makar,,Yes,NON,1065
Escambia,Precinct 36,District Court of Appeal - Makar,,Yes,NON,1562
Escambia,Precinct 38,District Court of Appeal - Makar,,Yes,NON,2060
Escambia,Precinct 40,District Court of Appeal - Makar,,Yes,NON,876
Escambia,Precinct 41,District Court of Appeal - Makar,,Yes,NON,1128
Escambia,Precinct 42,District Court of Appeal - Makar,,Yes,NON,1547
Escambia,Precinct 43,District Court of Appeal - Makar,,Yes,NON,3040
Escambia,Precinct 46,District Court of Appeal - Makar,,Yes,NON,1369
Escambia,Precinct 47,District Court of Appeal - Makar,,Yes,NON,538
Escambia,Precinct 48,District Court of Appeal - Makar,,Yes,NON,568
Escambia,Precinct 49,District Court of Appeal - Makar,,Yes,NON,750
Escambia,Precinct 50,District Court of Appeal - Makar,,Yes,NON,278
Escambia,Precinct 51,District Court of Appeal - Makar,,Yes,NON,1581
Escambia,Precinct 54,District Court of Appeal - Makar,,Yes,NON,1080
Escambia,Precinct 55,District Court of Appeal - Makar,,Yes,NON,1133
Escambia,Precinct 56,District Court of Appeal - Makar,,Yes,NON,835
Escambia,Precinct 58,District Court of Appeal - Makar,,Yes,NON,525
Escambia,Precinct 60,District Court of Appeal - Makar,,Yes,NON,369
Escambia,Precinct 61,District Court of Appeal - Makar,,Yes,NON,1273
Escambia,Precinct 62,District Court of Appeal - Makar,,Yes,NON,1455
Escambia,Precinct 63,District Court of Appeal - Makar,,Yes,NON,358
Escambia,Precinct 64,District Court of Appeal - Makar,,Yes,NON,1369
Escambia,Precinct 67,District Court of Appeal - Makar,,Yes,NON,3227
Escambia,Precinct 68,District Court of Appeal - Makar,,Yes,NON,1121
Escambia,Precinct 69,District Court of Appeal - Makar,,Yes,NON,2123
Escambia,Precinct 70,District Court of Appeal - Makar,,Yes,NON,1208
Escambia,Precinct 71,District Court of Appeal - Makar,,Yes,NON,759
Escambia,Precinct 72,District Court of Appeal - Makar,,Yes,NON,435
Escambia,Precinct 73,District Court of Appeal - Makar,,Yes,NON,2061
Escambia,Precinct 74,District Court of Appeal - Makar,,Yes,NON,2901
Escambia,Precinct 75,District Court of Appeal - Makar,,Yes,NON,1847
Escambia,Precinct 77,District Court of Appeal - Makar,,Yes,NON,857
Escambia,Precinct 80,District Court of Appeal - Makar,,Yes,NON,514
Escambia,Precinct 82,District Court of Appeal - Makar,,Yes,NON,391
Escambia,Precinct 83,District Court of Appeal - Makar,,Yes,NON,1098
Escambia,Precinct 86,District Court of Appeal - Makar,,Yes,NON,1426
Escambia,Precinct 88,District Court of Appeal - Makar,,Yes,NON,925
Escambia,Precinct 90,District Court of Appeal - Makar,,Yes,NON,575
Escambia,Precinct 91,District Court of Appeal - Makar,,Yes,NON,2736
Escambia,Precinct 94,District Court of Appeal - Makar,,Yes,NON,1524
Escambia,Precinct 95,District Court of Appeal - Makar,,Yes,NON,1114
Escambia,Precinct 97,District Court of Appeal - Makar,,Yes,NON,874
Escambia,Precinct 98,District Court of Appeal - Makar,,Yes,NON,1165
Escambia,Precinct 99,District Court of Appeal - Makar,,Yes,NON,751
Escambia,Precinct 101,District Court of Appeal - Makar,,Yes,NON,1095
Escambia,Precinct 102,District Court of Appeal - Makar,,Yes,NON,1270
Escambia,Precinct 103,District Court of Appeal - Makar,,Yes,NON,891
Escambia,Precinct 104,District Court of Appeal - Makar,,Yes,NON,921
Escambia,Precinct 105,District Court of Appeal - Makar,,Yes,NON,2559
Escambia,Precinct 106,District Court of Appeal - Makar,,Yes,NON,960
Escambia,Precinct 107,District Court of Appeal - Makar,,Yes,NON,2010
Escambia,Precinct 108,District Court of Appeal - Makar,,Yes,NON,1715
Escambia,Precinct 110,District Court of Appeal - Makar,,Yes,NON,1079
Escambia,Precinct 111,District Court of Appeal - Makar,,Yes,NON,1567
Escambia,Precinct 112,District Court of Appeal - Makar,,Yes,NON,3286
Escambia,Precinct 113,District Court of Appeal - Makar,,Yes,NON,612
Escambia,Precinct 114,District Court of Appeal - Makar,,Yes,NON,1532
Escambia,Precinct 1,District Court of Appeal - Makar,,No,NON,899
Escambia,Precinct 3,District Court of Appeal - Makar,,No,NON,824
Escambia,Precinct 5,District Court of Appeal - Makar,,No,NON,678
Escambia,Precinct 6,District Court of Appeal - Makar,,No,NON,385
Escambia,Precinct 7,District Court of Appeal - Makar,,No,NON,1300
Escambia,Precinct 11,District Court of Appeal - Makar,,No,NON,223
Escambia,Precinct 14,District Court of Appeal - Makar,,No,NON,589
Escambia,Precinct 15,District Court of Appeal - Makar,,No,NON,339
Escambia,Precinct 18,District Court of Appeal - Makar,,No,NON,116
Escambia,Precinct 19,District Court of Appeal - Makar,,No,NON,884
Escambia,Precinct 21,District Court of Appeal - Makar,,No,NON,752
Escambia,Precinct 22,District Court of Appeal - Makar,,No,NON,263
Escambia,Precinct 23,District Court of Appeal - Makar,,No,NON,171
Escambia,Precinct 24,District Court of Appeal - Makar,,No,NON,788
Escambia,Precinct 25,District Court of Appeal - Makar,,No,NON,270
Escambia,Precinct 26,District Court of Appeal - Makar,,No,NON,1390
Escambia,Precinct 28,District Court of Appeal - Makar,,No,NON,769
Escambia,Precinct 29,District Court of Appeal - Makar,,No,NON,465
Escambia,Precinct 30,District Court of Appeal - Makar,,No,NON,545
Escambia,Precinct 31,District Court of Appeal - Makar,,No,NON,587
Escambia,Precinct 32,District Court of Appeal - Makar,,No,NON,145
Escambia,Precinct 33,District Court of Appeal - Makar,,No,NON,267
Escambia,Precinct 34,District Court of Appeal - Makar,,No,NON,687
Escambia,Precinct 35,District Court of Appeal - Makar,,No,NON,529
Escambia,Precinct 36,District Court of Appeal - Makar,,No,NON,781
Escambia,Precinct 38,District Court of Appeal - Makar,,No,NON,819
Escambia,Precinct 40,District Court of Appeal - Makar,,No,NON,356
Escambia,Precinct 41,District Court of Appeal - Makar,,No,NON,555
Escambia,Precinct 42,District Court of Appeal - Makar,,No,NON,549
Escambia,Precinct 43,District Court of Appeal - Makar,,No,NON,1075
Escambia,Precinct 46,District Court of Appeal - Makar,,No,NON,523
Escambia,Precinct 47,District Court of Appeal - Makar,,No,NON,358
Escambia,Precinct 48,District Court of Appeal - Makar,,No,NON,441
Escambia,Precinct 49,District Court of Appeal - Makar,,No,NON,435
Escambia,Precinct 50,District Court of Appeal - Makar,,No,NON,140
Escambia,Precinct 51,District Court of Appeal - Makar,,No,NON,776
Escambia,Precinct 54,District Court of Appeal - Makar,,No,NON,495
Escambia,Precinct 55,District Court of Appeal - Makar,,No,NON,481
Escambia,Precinct 56,District Court of Appeal - Makar,,No,NON,532
Escambia,Precinct 58,District Court of Appeal - Makar,,No,NON,239
Escambia,Precinct 60,District Court of Appeal - Makar,,No,NON,275
Escambia,Precinct 61,District Court of Appeal - Makar,,No,NON,613
Escambia,Precinct 62,District Court of Appeal - Makar,,No,NON,803
Escambia,Precinct 63,District Court of Appeal - Makar,,No,NON,349
Escambia,Precinct 64,District Court of Appeal - Makar,,No,NON,595
Escambia,Precinct 67,District Court of Appeal - Makar,,No,NON,978
Escambia,Precinct 68,District Court of Appeal - Makar,,No,NON,492
Escambia,Precinct 69,District Court of Appeal - Makar,,No,NON,1160
Escambia,Precinct 70,District Court of Appeal - Makar,,No,NON,749
Escambia,Precinct 71,District Court of Appeal - Makar,,No,NON,451
Escambia,Precinct 72,District Court of Appeal - Makar,,No,NON,200
Escambia,Precinct 73,District Court of Appeal - Makar,,No,NON,786
Escambia,Precinct 74,District Court of Appeal - Makar,,No,NON,1238
Escambia,Precinct 75,District Court of Appeal - Makar,,No,NON,889
Escambia,Precinct 77,District Court of Appeal - Makar,,No,NON,468
Escambia,Precinct 80,District Court of Appeal - Makar,,No,NON,260
Escambia,Precinct 82,District Court of Appeal - Makar,,No,NON,226
Escambia,Precinct 83,District Court of Appeal - Makar,,No,NON,486
Escambia,Precinct 86,District Court of Appeal - Makar,,No,NON,641
Escambia,Precinct 88,District Court of Appeal - Makar,,No,NON,360
Escambia,Precinct 90,District Court of Appeal - Makar,,No,NON,390
Escambia,Precinct 91,District Court of Appeal - Makar,,No,NON,1272
Escambia,Precinct 94,District Court of Appeal - Makar,,No,NON,550
Escambia,Precinct 95,District Court of Appeal - Makar,,No,NON,403
Escambia,Precinct 97,District Court of Appeal - Makar,,No,NON,419
Escambia,Precinct 98,District Court of Appeal - Makar,,No,NON,1095
Escambia,Precinct 99,District Court of Appeal - Makar,,No,NON,338
Escambia,Precinct 101,District Court of Appeal - Makar,,No,NON,505
Escambia,Precinct 102,District Court of Appeal - Makar,,No,NON,550
Escambia,Precinct 103,District Court of Appeal - Makar,,No,NON,595
Escambia,Precinct 104,District Court of Appeal - Makar,,No,NON,555
Escambia,Precinct 105,District Court of Appeal - Makar,,No,NON,784
Escambia,Precinct 106,District Court of Appeal - Makar,,No,NON,491
Escambia,Precinct 107,District Court of Appeal - Makar,,No,NON,956
Escambia,Precinct 108,District Court of Appeal - Makar,,No,NON,866
Escambia,Precinct 110,District Court of Appeal - Makar,,No,NON,158
Escambia,Precinct 111,District Court of Appeal - Makar,,No,NON,750
Escambia,Precinct 112,District Court of Appeal - Makar,,No,NON,1476
Escambia,Precinct 113,District Court of Appeal - Makar,,No,NON,309
Escambia,Precinct 114,District Court of Appeal - Makar,,No,NON,585
Escambia,Precinct 1,District Court of Appeal - Nordby,,Yes,NON,2514
Escambia,Precinct 3,District Court of Appeal - Nordby,,Yes,NON,1719
Escambia,Precinct 5,District Court of Appeal - Nordby,,Yes,NON,1557
Escambia,Precinct 6,District Court of Appeal - Nordby,,Yes,NON,860
Escambia,Precinct 7,District Court of Appeal - Nordby,,Yes,NON,3278
Escambia,Precinct 11,District Court of Appeal - Nordby,,Yes,NON,596
Escambia,Precinct 14,District Court of Appeal - Nordby,,Yes,NON,842
Escambia,Precinct 15,District Court of Appeal - Nordby,,Yes,NON,1148
Escambia,Precinct 18,District Court of Appeal - Nordby,,Yes,NON,316
Escambia,Precinct 19,District Court of Appeal - Nordby,,Yes,NON,2191
Escambia,Precinct 21,District Court of Appeal - Nordby,,Yes,NON,1482
Escambia,Precinct 22,District Court of Appeal - Nordby,,Yes,NON,461
Escambia,Precinct 23,District Court of Appeal - Nordby,,Yes,NON,413
Escambia,Precinct 24,District Court of Appeal - Nordby,,Yes,NON,1708
Escambia,Precinct 25,District Court of Appeal - Nordby,,Yes,NON,661
Escambia,Precinct 26,District Court of Appeal - Nordby,,Yes,NON,3011
Escambia,Precinct 28,District Court of Appeal - Nordby,,Yes,NON,982
Escambia,Precinct 29,District Court of Appeal - Nordby,,Yes,NON,787
Escambia,Precinct 30,District Court of Appeal - Nordby,,Yes,NON,1281
Escambia,Precinct 31,District Court of Appeal - Nordby,,Yes,NON,816
Escambia,Precinct 32,District Court of Appeal - Nordby,,Yes,NON,285
Escambia,Precinct 33,District Court of Appeal - Nordby,,Yes,NON,621
Escambia,Precinct 34,District Court of Appeal - Nordby,,Yes,NON,1008
Escambia,Precinct 35,District Court of Appeal - Nordby,,Yes,NON,1085
Escambia,Precinct 36,District Court of Appeal - Nordby,,Yes,NON,1608
Escambia,Precinct 38,District Court of Appeal - Nordby,,Yes,NON,2117
Escambia,Precinct 40,District Court of Appeal - Nordby,,Yes,NON,860
Escambia,Precinct 41,District Court of Appeal - Nordby,,Yes,NON,1125
Escambia,Precinct 42,District Court of Appeal - Nordby,,Yes,NON,1552
Escambia,Precinct 43,District Court of Appeal - Nordby,,Yes,NON,3076
Escambia,Precinct 46,District Court of Appeal - Nordby,,Yes,NON,1352
Escambia,Precinct 47,District Court of Appeal - Nordby,,Yes,NON,586
Escambia,Precinct 48,District Court of Appeal - Nordby,,Yes,NON,610
Escambia,Precinct 49,District Court of Appeal - Nordby,,Yes,NON,786
Escambia,Precinct 50,District Court of Appeal - Nordby,,Yes,NON,273
Escambia,Precinct 51,District Court of Appeal - Nordby,,Yes,NON,1613
Escambia,Precinct 54,District Court of Appeal - Nordby,,Yes,NON,1098
Escambia,Precinct 55,District Court of Appeal - Nordby,,Yes,NON,1165
Escambia,Precinct 56,District Court of Appeal - Nordby,,Yes,NON,845
Escambia,Precinct 58,District Court of Appeal - Nordby,,Yes,NON,529
Escambia,Precinct 60,District Court of Appeal - Nordby,,Yes,NON,385
Escambia,Precinct 61,District Court of Appeal - Nordby,,Yes,NON,1305
Escambia,Precinct 62,District Court of Appeal - Nordby,,Yes,NON,1512
Escambia,Precinct 63,District Court of Appeal - Nordby,,Yes,NON,374
Escambia,Precinct 64,District Court of Appeal - Nordby,,Yes,NON,1393
Escambia,Precinct 67,District Court of Appeal - Nordby,,Yes,NON,3235
Escambia,Precinct 68,District Court of Appeal - Nordby,,Yes,NON,1134
Escambia,Precinct 69,District Court of Appeal - Nordby,,Yes,NON,2196
Escambia,Precinct 70,District Court of Appeal - Nordby,,Yes,NON,1272
Escambia,Precinct 71,District Court of Appeal - Nordby,,Yes,NON,767
Escambia,Precinct 72,District Court of Appeal - Nordby,,Yes,NON,434
Escambia,Precinct 73,District Court of Appeal - Nordby,,Yes,NON,2097
Escambia,Precinct 74,District Court of Appeal - Nordby,,Yes,NON,2925
Escambia,Precinct 75,District Court of Appeal - Nordby,,Yes,NON,1895
Escambia,Precinct 77,District Court of Appeal - Nordby,,Yes,NON,887
Escambia,Precinct 80,District Court of Appeal - Nordby,,Yes,NON,518
Escambia,Precinct 82,District Court of Appeal - Nordby,,Yes,NON,403
Escambia,Precinct 83,District Court of Appeal - Nordby,,Yes,NON,1137
Escambia,Precinct 86,District Court of Appeal - Nordby,,Yes,NON,1466
Escambia,Precinct 88,District Court of Appeal - Nordby,,Yes,NON,950
Escambia,Precinct 90,District Court of Appeal - Nordby,,Yes,NON,579
Escambia,Precinct 91,District Court of Appeal - Nordby,,Yes,NON,2805
Escambia,Precinct 94,District Court of Appeal - Nordby,,Yes,NON,1554
Escambia,Precinct 95,District Court of Appeal - Nordby,,Yes,NON,1102
Escambia,Precinct 97,District Court of Appeal - Nordby,,Yes,NON,885
Escambia,Precinct 98,District Court of Appeal - Nordby,,Yes,NON,1244
Escambia,Precinct 99,District Court of Appeal - Nordby,,Yes,NON,756
Escambia,Precinct 101,District Court of Appeal - Nordby,,Yes,NON,1111
Escambia,Precinct 102,District Court of Appeal - Nordby,,Yes,NON,1284
Escambia,Precinct 103,District Court of Appeal - Nordby,,Yes,NON,960
Escambia,Precinct 104,District Court of Appeal - Nordby,,Yes,NON,957
Escambia,Precinct 105,District Court of Appeal - Nordby,,Yes,NON,2562
Escambia,Precinct 106,District Court of Appeal - Nordby,,Yes,NON,1000
Escambia,Precinct 107,District Court of Appeal - Nordby,,Yes,NON,2053
Escambia,Precinct 108,District Court of Appeal - Nordby,,Yes,NON,1768
Escambia,Precinct 110,District Court of Appeal - Nordby,,Yes,NON,1074
Escambia,Precinct 111,District Court of Appeal - Nordby,,Yes,NON,1573
Escambia,Precinct 112,District Court of Appeal - Nordby,,Yes,NON,3380
Escambia,Precinct 113,District Court of Appeal - Nordby,,Yes,NON,631
Escambia,Precinct 114,District Court of Appeal - Nordby,,Yes,NON,1537
Escambia,Precinct 1,District Court of Appeal - Nordby,,No,NON,824
Escambia,Precinct 3,District Court of Appeal - Nordby,,No,NON,789
Escambia,Precinct 5,District Court of Appeal - Nordby,,No,NON,678
Escambia,Precinct 6,District Court of Appeal - Nordby,,No,NON,393
Escambia,Precinct 7,District Court of Appeal - Nordby,,No,NON,1313
Escambia,Precinct 11,District Court of Appeal - Nordby,,No,NON,223
Escambia,Precinct 14,District Court of Appeal - Nordby,,No,NON,530
Escambia,Precinct 15,District Court of Appeal - Nordby,,No,NON,341
Escambia,Precinct 18,District Court of Appeal - Nordby,,No,NON,106
Escambia,Precinct 19,District Court of Appeal - Nordby,,No,NON,865
Escambia,Precinct 21,District Court of Appeal - Nordby,,No,NON,728
Escambia,Precinct 22,District Court of Appeal - Nordby,,No,NON,258
Escambia,Precinct 23,District Court of Appeal - Nordby,,No,NON,169
Escambia,Precinct 24,District Court of Appeal - Nordby,,No,NON,778
Escambia,Precinct 25,District Court of Appeal - Nordby,,No,NON,258
Escambia,Precinct 26,District Court of Appeal - Nordby,,No,NON,1325
Escambia,Precinct 28,District Court of Appeal - Nordby,,No,NON,737
Escambia,Precinct 29,District Court of Appeal - Nordby,,No,NON,428
Escambia,Precinct 30,District Court of Appeal - Nordby,,No,NON,541
Escambia,Precinct 31,District Court of Appeal - Nordby,,No,NON,535
Escambia,Precinct 32,District Court of Appeal - Nordby,,No,NON,132
Escambia,Precinct 33,District Court of Appeal - Nordby,,No,NON,273
Escambia,Precinct 34,District Court of Appeal - Nordby,,No,NON,618
Escambia,Precinct 35,District Court of Appeal - Nordby,,No,NON,503
Escambia,Precinct 36,District Court of Appeal - Nordby,,No,NON,735
Escambia,Precinct 38,District Court of Appeal - Nordby,,No,NON,771
Escambia,Precinct 40,District Court of Appeal - Nordby,,No,NON,376
Escambia,Precinct 41,District Court of Appeal - Nordby,,No,NON,566
Escambia,Precinct 42,District Court of Appeal - Nordby,,No,NON,554
Escambia,Precinct 43,District Court of Appeal - Nordby,,No,NON,1034
Escambia,Precinct 46,District Court of Appeal - Nordby,,No,NON,540
Escambia,Precinct 47,District Court of Appeal - Nordby,,No,NON,317
Escambia,Precinct 48,District Court of Appeal - Nordby,,No,NON,409
Escambia,Precinct 49,District Court of Appeal - Nordby,,No,NON,394
Escambia,Precinct 50,District Court of Appeal - Nordby,,No,NON,151
Escambia,Precinct 51,District Court of Appeal - Nordby,,No,NON,744
Escambia,Precinct 54,District Court of Appeal - Nordby,,No,NON,480
Escambia,Precinct 55,District Court of Appeal - Nordby,,No,NON,452
Escambia,Precinct 56,District Court of Appeal - Nordby,,No,NON,519
Escambia,Precinct 58,District Court of Appeal - Nordby,,No,NON,234
Escambia,Precinct 60,District Court of Appeal - Nordby,,No,NON,260
Escambia,Precinct 61,District Court of Appeal - Nordby,,No,NON,580
Escambia,Precinct 62,District Court of Appeal - Nordby,,No,NON,743
Escambia,Precinct 63,District Court of Appeal - Nordby,,No,NON,329
Escambia,Precinct 64,District Court of Appeal - Nordby,,No,NON,571
Escambia,Precinct 67,District Court of Appeal - Nordby,,No,NON,978
Escambia,Precinct 68,District Court of Appeal - Nordby,,No,NON,476
Escambia,Precinct 69,District Court of Appeal - Nordby,,No,NON,1088
Escambia,Precinct 70,District Court of Appeal - Nordby,,No,NON,683
Escambia,Precinct 71,District Court of Appeal - Nordby,,No,NON,442
Escambia,Precinct 72,District Court of Appeal - Nordby,,No,NON,203
Escambia,Precinct 73,District Court of Appeal - Nordby,,No,NON,753
Escambia,Precinct 74,District Court of Appeal - Nordby,,No,NON,1218
Escambia,Precinct 75,District Court of Appeal - Nordby,,No,NON,843
Escambia,Precinct 77,District Court of Appeal - Nordby,,No,NON,439
Escambia,Precinct 80,District Court of Appeal - Nordby,,No,NON,253
Escambia,Precinct 82,District Court of Appeal - Nordby,,No,NON,217
Escambia,Precinct 83,District Court of Appeal - Nordby,,No,NON,445
Escambia,Precinct 86,District Court of Appeal - Nordby,,No,NON,606
Escambia,Precinct 88,District Court of Appeal - Nordby,,No,NON,336
Escambia,Precinct 90,District Court of Appeal - Nordby,,No,NON,385
Escambia,Precinct 91,District Court of Appeal - Nordby,,No,NON,1209
Escambia,Precinct 94,District Court of Appeal - Nordby,,No,NON,530
Escambia,Precinct 95,District Court of Appeal - Nordby,,No,NON,408
Escambia,Precinct 97,District Court of Appeal - Nordby,,No,NON,402
Escambia,Precinct 98,District Court of Appeal - Nordby,,No,NON,1028
Escambia,Precinct 99,District Court of Appeal - Nordby,,No,NON,334
Escambia,Precinct 101,District Court of Appeal - Nordby,,No,NON,485
Escambia,Precinct 102,District Court of Appeal - Nordby,,No,NON,537
Escambia,Precinct 103,District Court of Appeal - Nordby,,No,NON,531
Escambia,Precinct 104,District Court of Appeal - Nordby,,No,NON,530
Escambia,Precinct 105,District Court of Appeal - Nordby,,No,NON,781
Escambia,Precinct 106,District Court of Appeal - Nordby,,No,NON,452
Escambia,Precinct 107,District Court of Appeal - Nordby,,No,NON,918
Escambia,Precinct 108,District Court of Appeal - Nordby,,No,NON,811
Escambia,Precinct 110,District Court of Appeal - Nordby,,No,NON,161
Escambia,Precinct 111,District Court of Appeal - Nordby,,No,NON,741
Escambia,Precinct 112,District Court of Appeal - Nordby,,No,NON,1399
Escambia,Precinct 113,District Court of Appeal - Nordby,,No,NON,285
Escambia,Precinct 114,District Court of Appeal - Nordby,,No,NON,580
Escambia,Precinct 1,District Court of Appeal - Osterhaus,,Yes,NON,2366
Escambia,Precinct 3,District Court of Appeal - Osterhaus,,Yes,NON,1647
Escambia,Precinct 5,District Court of Appeal - Osterhaus,,Yes,NON,1530
Escambia,Precinct 6,District Court of Appeal - Osterhaus,,Yes,NON,860
Escambia,Precinct 7,District Court of Appeal - Osterhaus,,Yes,NON,3248
Escambia,Precinct 11,District Court of Appeal - Osterhaus,,Yes,NON,591
Escambia,Precinct 14,District Court of Appeal - Osterhaus,,Yes,NON,770
Escambia,Precinct 15,District Court of Appeal - Osterhaus,,Yes,NON,1119
Escambia,Precinct 18,District Court of Appeal - Osterhaus,,Yes,NON,309
Escambia,Precinct 19,District Court of Appeal - Osterhaus,,Yes,NON,2143
Escambia,Precinct 21,District Court of Appeal - Osterhaus,,Yes,NON,1444
Escambia,Precinct 22,District Court of Appeal - Osterhaus,,Yes,NON,431
Escambia,Precinct 23,District Court of Appeal - Osterhaus,,Yes,NON,407
Escambia,Precinct 24,District Court of Appeal - Osterhaus,,Yes,NON,1648
Escambia,Precinct 25,District Court of Appeal - Osterhaus,,Yes,NON,644
Escambia,Precinct 26,District Court of Appeal - Osterhaus,,Yes,NON,2910
Escambia,Precinct 28,District Court of Appeal - Osterhaus,,Yes,NON,910
Escambia,Precinct 29,District Court of Appeal - Osterhaus,,Yes,NON,709
Escambia,Precinct 30,District Court of Appeal - Osterhaus,,Yes,NON,1258
Escambia,Precinct 31,District Court of Appeal - Osterhaus,,Yes,NON,754
Escambia,Precinct 32,District Court of Appeal - Osterhaus,,Yes,NON,259
Escambia,Precinct 33,District Court of Appeal - Osterhaus,,Yes,NON,608
Escambia,Precinct 34,District Court of Appeal - Osterhaus,,Yes,NON,917
Escambia,Precinct 35,District Court of Appeal - Osterhaus,,Yes,NON,1038
Escambia,Precinct 36,District Court of Appeal - Osterhaus,,Yes,NON,1562
